buyOrderCount,url,sellOrderList,buyOrderList,totalQty,sellOrderCount
0,http://backpack.tf/stats/Haunted/Halloween Spell: Headless Horseshoes/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Headless Horseshoes/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Headless Horseshoes/Tradable/Craftable,"1 key, 2 ref;1 key",,76,2
0,http://backpack.tf/stats/Genuine/Halloween Spell: Headless Horseshoes/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Gourd Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Gourd Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Halloween Spell: Gourd Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Gourd Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Gangreen Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Gourd Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Gangreen Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Gangreen Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Halloween Spell: Gangreen Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Exorcism/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Gangreen Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Exorcism/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Exorcism/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Gangreen Footprints/Tradable/Craftable,"1 key, 2 ref;1 key",,74,2
0,http://backpack.tf/stats/Genuine/Halloween Spell: Exorcism/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Gourd Grenades/Tradable/Craftable,,,567,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Exorcism/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Engineers's Gravelly Growl/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Engineers's Gravelly Growl/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Die Job/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Engineers's Gravelly Growl/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Halloween Spell: Engineers's Gravelly Growl/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Exorcism/Tradable/Craftable,"2 keys, 8 ref",,"3,629",1
0,http://backpack.tf/stats/Unique/Halloween Spell: Engineers's Gravelly Growl/Tradable/Craftable,,,301,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Engineers's Gravelly Growl/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Die Job/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Demoman's Cadaverous Croak/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Die Job/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Die Job/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Demoman's Cadaverous Croak/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Demoman's Cadaverous Croak/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Halloween Spell: Die Job/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Demoman's Cadaverous Croak/Tradable/Craftable,,,281,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Die Job/Tradable/Craftable,,,955,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Corpse Gray Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Halloween Spell: Demoman's Cadaverous Croak/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Demoman's Cadaverous Croak/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Halloween Spell: Corpse Gray Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Corpse Gray Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Chromatic Corruption/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Chromatic Corruption/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Corpse Gray Footprints/Tradable/Craftable,,,95,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Chromatic Corruption/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Chromatic Corruption/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Corpse Gray Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Chromatic Corruption/Tradable/Craftable,4 ref,,895,1
0,http://backpack.tf/stats/Vintage/Halloween Spell: Bruised Purple Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Halloween Spell: Bruised Purple Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Halloween Spell: Bruised Purple Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Halloween Spell: Bruised Purple Footprints/Tradable/Craftable,1 key,,92,1
0,http://backpack.tf/stats/Genuine/Halloween Spell: Chromatic Corruption/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Hallowed Headcase/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Halloween Spell: Bruised Purple Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Halloween Spell: Corpse Gray Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Halloween Spell: Bruised Purple Footprints/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Hallowed Headcase/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Hallowed Headcase/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Half-Zatoichi/Tradable/Craftable,5 keys,,121,1
2,http://backpack.tf/stats/Unique/Hallowed Headcase/Tradable/Craftable,,11 ref;11 ref,297,0
5,http://backpack.tf/stats/Strange/Half-Zatoichi/Tradable/Craftable,3 keys;6 ref;5.66 ref;4.88 ref;4.77 ref,6 ref;7 ref;7.66 ref;7.66 ref;9 ref,"50,270",5
0,http://backpack.tf/stats/Genuine/Hallowed Headcase/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Vintage/Half-Zatoichi/Tradable/Craftable,12.11 ref;11 ref;10 ref,13 ref;16 ref,"2,568",3
0,http://backpack.tf/stats/Haunted/Half-Zatoichi/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Genuine/Half-Zatoichi/Tradable/Craftable,6 ref;6 ref;6 ref;5.77 ref;5.11 ref,7.66 ref,"7,929",5
0,http://backpack.tf/stats/Collector's/Half-Pipe Hurdler/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Haunted/Hallowed Headcase/Tradable/Craftable,,8 ref;2 keys,"2,410",0
5,http://backpack.tf/stats/Unique/Half-Zatoichi/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.05 ref,"1,057,551",0
0,http://backpack.tf/stats/Haunted/Half-Pipe Hurdler/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Hair of the Dog/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Half-Pipe Hurdler/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Haunted/Hair of the Dog/Tradable/Craftable,5.33 ref;4 ref,7.33 ref;1 key;2 keys,"3,968",2
0,http://backpack.tf/stats/Strange/Half-Pipe Hurdler/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Half-Pipe Hurdler/Tradable/Craftable,1.33 ref;1.22 ref;1.11 ref;1.11 ref;1.11 ref,1.33 ref;1.44 ref;1.44 ref;1.44 ref;1.44 ref,"17,512",5
0,http://backpack.tf/stats/Strange/Hair of the Dog/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Hair of the Dog/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Half-Pipe Hurdler/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/HDMI Patch/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Hair of the Dog/Tradable/Craftable,0.33 ref,1 ref;2 ref;2 ref;2 ref;2 ref,"36,232",1
0,http://backpack.tf/stats/Strange/HDMI Patch/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/HDMI Patch/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/HDMI Patch/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Hair of the Dog/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Gym Rat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/HDMI Patch/Tradable/Craftable,,,"4,056",0
0,http://backpack.tf/stats/Vintage/HDMI Patch/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Gym Rat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Gym Rat/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Collector's/Gunslinger/Tradable/Craftable,10 keys;9 keys;8 keys,20 keys,172,3
5,http://backpack.tf/stats/Unique/Gym Rat/Tradable/Craftable,1.11 ref;1 ref,1.22 ref;1.33 ref;1.33 ref;1.33 ref;1.33 ref,"11,296",2
0,http://backpack.tf/stats/Genuine/Gym Rat/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Gym Rat/Tradable/Craftable,,,only one,0
5,http://backpack.tf/stats/Vintage/Gunslinger/Tradable/Craftable,1.44 ref;1.44 ref;1.44 ref;1.22 ref;1.22 ref,1.55 ref;1.66 ref;2 ref;2 ref;2 ref,"144,877",5
0,http://backpack.tf/stats/Genuine/Gunslinger/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Gunslinger/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.11 ref,"1,002,172",0
4,http://backpack.tf/stats/Collector's/Gunboats/Tradable/Craftable,,44 keys;45 keys;46 keys;59 keys,169,0
2,http://backpack.tf/stats/Strange/Gunslinger/Tradable/Craftable,"20 keys, 1 ref;20 keys;20 keys;20 keys;20 keys",21 keys;21 keys,"4,069",5
0,http://backpack.tf/stats/Haunted/Gunboats/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Vintage/Gunboats/Tradable/Craftable,2.33 ref;2.33 ref;2.33 ref;2.33 ref;2.33 ref,2 ref;2.66 ref;2.77 ref;2.88 ref;2.88 ref,"170,608",5
0,http://backpack.tf/stats/Genuine/Gunboats/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Gunboats/Tradable/Craftable,,0.05 ref;0.05 ref;0.05 ref;0.05 ref;0.11 ref,"1,089,717",0
0,http://backpack.tf/stats/Strange/Gunboats/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Gunslinger/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Guano/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Guano/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Haunted/Guano/Tradable/Craftable,5.33 ref;5.33 ref;5.33 ref,"7.33 ref;9 ref;1 key, 9.88 ref","2,286",3
0,http://backpack.tf/stats/Genuine/Guano/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Guano/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Unique/Guano/Tradable/Craftable,,7 ref,572,0
0,http://backpack.tf/stats/Collector's/Grub Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grub Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Grub Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grub Grenades/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Ground Control/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Grub Grenades/Tradable/Craftable,2.66 ref;2 ref;1.5 ref;1.33 ref;1 ref,3 ref;3 ref;3 ref;4 ref;5 ref,"2,123",5
0,http://backpack.tf/stats/Vintage/Ground Control/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Ground Control/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Grizzled Growth/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Ground Control/Tradable/Craftable,1.66 ref;1.44 ref;1.33 ref;1.33 ref;1.33 ref,1.33 ref;1.66 ref;1.66 ref;1.77 ref;1.77 ref,"15,075",5
5,http://backpack.tf/stats/Strange/Ground Control/Tradable/Craftable,"1 key, 14 ref;1 key, 14 ref;1 key, 13.33 ref;1 key, 13 ref;1 key, 12 ref","1 key, 18.44 ref;2 keys;2 keys, 3 ref;2 keys, 5 ref;2 keys, 6 ref",857,5
0,http://backpack.tf/stats/Genuine/Ground Control/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Grizzled Growth/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Grizzled Growth/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grizzled Growth/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Genuine/Grizzled Growth/Tradable/Craftable,10.11 ref;10 ref;10 ref;9.77 ref;9.11 ref,10.55 ref;12 ref;12 ref;13 ref;13 ref,"8,429",5
0,http://backpack.tf/stats/Collector's/Grisly Gumbo/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Grizzled Growth/Tradable/Craftable,2.33 ref;1.11 ref,1.55 ref;1.55 ref;3 ref;3 ref;3.88 ref,"9,603",2
0,http://backpack.tf/stats/Strange/Grisly Gumbo/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Haunted/Grisly Gumbo/Tradable/Craftable,2.66 ref;2 ref;2 ref;1.66 ref;1.33 ref,4 ref;8 ref,"2,373",5
0,http://backpack.tf/stats/Vintage/Grisly Gumbo/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Grisly Gumbo/Tradable/Craftable,5 ref,,249,1
0,http://backpack.tf/stats/Collector's/Grimm Hatte/Tradable/Craftable,,,2,0
0,http://backpack.tf/stats/Strange/Grimm Hatte/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Grimm Hatte/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grisly Gumbo/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Grub Grenades/Tradable/Craftable,,,174,0
0,http://backpack.tf/stats/Collector's/Grim Tweeter/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grimm Hatte/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Grimm Hatte/Tradable/Craftable,1.22 ref;1.22 ref;1.22 ref;1.11 ref;1.11 ref,1.44 ref;1.44 ref;1.55 ref;1.55 ref;1.66 ref,"23,559",5
0,http://backpack.tf/stats/Haunted/Grim Tweeter/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grim Tweeter/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grimm Hatte/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Griffin's Gog/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Grim Tweeter/Tradable/Craftable,"6 keys, 3 ref;5 keys, 12.33 ref;5 keys, 12 ref;5 keys, 11 ref;5 keys, 10.33 ref","6 keys, 3 ref;6 keys, 3.66 ref;6 keys, 4 ref;6 keys, 4 ref;8 keys",235,5
2,http://backpack.tf/stats/Haunted/Griffin's Gog/Tradable/Craftable,1.33 ref;1 ref;1 ref,4 ref;1 key,"7,230",3
5,http://backpack.tf/stats/Unique/Grim Tweeter/Tradable/Craftable,"1 key, 7 ref;1 key, 7 ref;1 key, 7 ref;1 key, 7 ref;1 key, 6 ref","1 key, 9 ref;1 key, 9 ref;1 key, 9 ref;1 key, 10 ref;1 key, 11 ref","1,594",5
0,http://backpack.tf/stats/Strange/Griffin's Gog/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Griffin's Gog/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Griffin's Gog/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grim Tweeter/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Gridiron Guardian/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Gridiron Guardian/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Gridiron Guardian/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Griffin's Gog/Tradable/Craftable,0.11 ref,0.33 ref;0.33 ref;0.33 ref;0.33 ref;0.33 ref,"67,414",1
0,http://backpack.tf/stats/Haunted/Grenadier's Softcap/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Gridiron Guardian/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Grenadier's Softcap/Tradable/Craftable,,,only one,0
0,http://backpack.tf/stats/Strange/Grenadier's Softcap/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grenadier's Softcap/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Gridiron Guardian/Tradable/Craftable,1.11 ref,1.33 ref;1.33 ref;1.44 ref;1.44 ref;1.44 ref,"6,402",1
0,http://backpack.tf/stats/Genuine/Gridiron Guardian/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Grenadier Helm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Grenadier Helm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grenadier's Softcap/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Grenadier's Softcap/Tradable/Craftable,1.22 ref,1.33 ref;1.33 ref;1.33 ref;1.33 ref;1.44 ref,"28,460",1
0,http://backpack.tf/stats/Strange/Grenadier Helm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grenadier Helm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grenadier Helm/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Australium Grenade Launcher/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Australium Grenade Launcher/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Unique/Grenadier Helm/Tradable/Craftable,1.66 ref;1.33 ref,2.66 ref;3 ref;3 ref,"11,915",2
0,http://backpack.tf/stats/Genuine/Australium Grenade Launcher/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Australium Grenade Launcher/Tradable/Craftable,,,2,0
0,http://backpack.tf/stats/Haunted/Australium Grenade Launcher/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Grenade Launcher/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grenade Launcher/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Grenade Launcher/Tradable/Craftable,3.66 ref;3.66 ref;3.33 ref;3.33 ref;3 ref,3.66 ref;3.77 ref;3.77 ref;3.77 ref;3.77 ref,"125,849",5
0,http://backpack.tf/stats/Collector's/Grenade Launcher/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Australium Grenade Launcher/Tradable/Craftable,"19 keys, 15 ref;19 keys, 14 ref;19 keys, 13 ref;19 keys;19 keys","19 keys, 10 ref;19 keys, 18 ref;19 keys, 18.66 ref;20 keys;20 keys","2,529",5
2,http://backpack.tf/stats/Unique/Grenade Launcher/Tradable/Craftable,,0.66 ref;2 ref,"36,434",0
0,http://backpack.tf/stats/Vintage/Grenade Launcher/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Green Summer 2013 Cooler Key/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Green Summer 2013 Cooler Key/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Green Summer 2013 Cooler Key/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Green Summer 2013 Cooler Key/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Green Summer 2013 Cooler Key/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Green Summer 2013 Cooler Key/Tradable/Craftable,14 ref,,182,1
0,http://backpack.tf/stats/Vintage/Greased Lightning/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Greased Lightning/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Greased Lightning/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Greased Lightning/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Grease Monkey/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Greased Lightning/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grease Monkey/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Grease Monkey/Tradable/Craftable,4 ref;4 ref;3 ref,"1 key;2 keys;10 keys;15 keys, 12 ref;16 keys, 11 ref","3,024",3
0,http://backpack.tf/stats/Collector's/Graylien/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Greased Lightning/Tradable/Craftable,1.22 ref;1.11 ref;1.11 ref;1 ref,1.55 ref;1.66 ref;1.66 ref;1.66 ref;1.66 ref,"16,062",4
0,http://backpack.tf/stats/Strange/Grease Monkey/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Grease Monkey/Tradable/Craftable,2 ref,,448,1
0,http://backpack.tf/stats/Genuine/Grease Monkey/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Graylien/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Graylien/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Graylien/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Strange/Graylien/Tradable/Craftable,4.88 ref;4.33 ref;4.33 ref;4.33 ref;4.22 ref,4.66 ref;5 ref;5 ref;5 ref;5 ref,"3,953",5
0,http://backpack.tf/stats/Haunted/Graybanns/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Graybanns/Tradable/Craftable,,,only one,0
5,http://backpack.tf/stats/Unique/Graylien/Tradable/Craftable,2.66 ref;2.55 ref;2.33 ref;2.33 ref;2.33 ref,2.55 ref;2.55 ref;2.55 ref;2.55 ref;2.55 ref,"16,368",5
0,http://backpack.tf/stats/Collector's/Grandmaster/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Graybanns/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Unique/Graybanns/Tradable/Craftable,7.55 ref;7.44 ref;7.44 ref;7.44 ref;7.44 ref,7.66 ref;7.77 ref;7.88 ref;8 ref;8 ref,"62,227",5
0,http://backpack.tf/stats/Haunted/Grandmaster/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Graybanns/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Grandmaster/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Graybanns/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Grand Duchess Tutu/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Unique/Grandmaster/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Genuine/Grandmaster/Tradable/Craftable,"4 keys, 2.33 ref;4 keys, 2.11 ref;4 keys, 2 ref;4 keys, 1.11 ref;4 keys","4 keys, 6 ref;4 keys, 6.66 ref;4 keys, 10 ref;5 keys;5 keys","1,094",5
0,http://backpack.tf/stats/Vintage/Grandmaster/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grand Duchess Tutu/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Grand Duchess Tutu/Tradable/Craftable,,,0,0
4,http://backpack.tf/stats/Haunted/Grand Duchess Tutu/Tradable/Craftable,10.33 ref;10.22 ref;10 ref,1 key;1 key;1 key;25 ref,"7,150",3
1,http://backpack.tf/stats/Unique/Grand Duchess Tutu/Tradable/Craftable,,1 key,"1,161",0
0,http://backpack.tf/stats/Collector's/Grand Duchess Tiara/Tradable/Craftable,,,0,0
5,http://backpack.tf/stats/Haunted/Grand Duchess Tiara/Tradable/Craftable,,7 ref;7.66 ref;8 ref;8 ref;2 keys,"6,899",0
0,http://backpack.tf/stats/Genuine/Grand Duchess Tutu/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grand Duchess Tiara/Tradable/Craftable,,,0,0
1,http://backpack.tf/stats/Unique/Grand Duchess Tiara/Tradable/Craftable,,1 key,"1,052",0
0,http://backpack.tf/stats/Strange/Grand Duchess Tiara/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Grand Duchess Fairy Wings/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grand Duchess Tiara/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Grand Duchess Fairy Wings/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Grand Duchess Fairy Wings/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Gothic Guise/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Unique/Grand Duchess Fairy Wings/Tradable/Craftable,,16.33 ref;16.88 ref,"1,136",0
0,http://backpack.tf/stats/Strange/Gothic Guise/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Haunted/Gothic Guise/Tradable/Craftable,3 ref;1.66 ref,6 ref;15 keys,"2,391",2
0,http://backpack.tf/stats/Vintage/Gothic Guise/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Collector's/Googol Glass Eyes/Tradable/Craftable,,,0,0
2,http://backpack.tf/stats/Haunted/Grand Duchess Fairy Wings/Tradable/Craftable,9.11 ref;6 ref,9 ref;10 ref,"7,274",2
0,http://backpack.tf/stats/Genuine/Gothic Guise/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Strange/Googol Glass Eyes/Tradable/Craftable,,,0,0
3,http://backpack.tf/stats/Unique/Gothic Guise/Tradable/Craftable,,5.66 ref;9 ref;14 ref,285,0
0,http://backpack.tf/stats/Haunted/Googol Glass Eyes/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Googol Glass Eyes/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Vintage/Grand Duchess Fairy Wings/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Haunted/Googly Gazer/Tradable/Craftable,,,0,0
0,http://backpack.tf/stats/Genuine/Googol Glass Eyes/Tradable/Craftable,,,0,0
